id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
10672,1068,1085,2535272,2535292.0,126,21.0,14.0,14132,83.0,119.0,1362,True,False,80,0.3911,0.2619,0.7647,0.0077,0.6191,0.9286,0.0,2.1004,1.1139,1.1139,-0.2353,-0.1895,0.3678,0,0,0,0,0,0,0
10673,890,944,707576,707600.0,235,44.0,35.0,27232,119.0,141.0,1360,False,True,40,0.6906,0.7558,0.8125,0.0184,0.6136,0.5143,0.0,2.3711,1.3979,1.2553,-0.1875,-0.0013,0.8806,0,0,0,0,0,0,1
10674,477,488,1314894,1314902.0,67,20.0,11.0,7164,102.0,132.0,1692,True,False,70,0.6622,0.3407,0.625,0.0095,0.8,0.9091,0.0,1.8261,1.2041,1.0,-0.375,-0.1248,0.2792,0,0,0,0,0,1,0
10675,1307,1316,2265683,2265692.0,169,28.0,17.0,17588,84.0,126.0,1362,False,True,40,0.0651,0.3971,0.7059,0.0088,0.4286,1.0,1.0,2.2279,1.0792,1.2305,0.2941,-0.2409,0.3419,0,0,0,0,0,0,1
10676,625,636,183688,183711.0,1082,78.0,110.0,118721,72.0,107.5,1366,False,True,100,0.9106,0.5621,0.2892,0.0087,0.2143,0.9858,1.0,3.0342,1.0792,2.0414,0.7108,-0.35525,1.0,0,0,0,0,0,0,1
10677,1111,1121,914648,914661.0,55,13.0,14.0,7451,118.0,134.0,1360,False,True,140,0.3412,0.5385,0.5385,0.0052,0.5385,0.9286,1.0,1.7404,0.8451,1.1139,0.4615,-0.0604,0.1965,0,0,0,0,0,1,0
10678,1049,1058,340224,340244.0,170,28.0,16.0,19997,91.0,127.0,1366,True,False,80,0.4721,0.3647,0.8421,0.0117,0.5714,1.0,1.0,2.2304,1.2041,1.2041,0.1579,-0.1742,0.5029,0,0,0,0,0,1,0
10679,696,707,1689276,1689288.0,82,10.0,10.0,8047,87.0,124.0,1360,False,True,40,0.9269,0.2667,0.6667,0.0066,0.9,1.0,0.0,1.9138,0.9542,0.9031,-0.3333,-0.1788,0.215,0,0,0,0,0,1,0
10680,1688,1696,1620686,1620708.0,143,20.0,21.0,16101,89.0,118.0,1690,True,False,70,0.0284,0.4074,1.0,0.01,0.8,1.0,0.5,2.1553,1.2305,1.3222,0.0,-0.1861,0.3945,0,0,0,0,0,0,1
10681,754,784,966898,966930.0,661,59.0,32.0,61209,89.0,119.0,1364,True,False,80,0.8177,0.4444,0.6,0.0294,0.6667,0.9167,0.0,2.842,1.6021,1.3979,-0.4,-0.1861,0.9874,0,0,0,0,0,0,1
10682,1333,1343,1477978,1477986.0,39,12.0,16.0,4642,111.0,135.0,1354,False,True,40,0.0325,0.3929,0.4375,0.0052,0.5833,1.0,1.0,1.5911,0.8451,1.2041,0.5625,-0.0052,0.2195,0,0,0,0,1,0,0
10683,299,309,1260440,1260444.0,71,24.0,16.0,8532,99.0,124.0,1687,True,False,70,0.4097,0.25,1.0,0.0061,0.3333,0.9375,0.5,1.8513,1.0,1.2041,0.0,-0.1439,0.2583,0,0,0,0,0,0,1
10684,41,216,2335918,2336833.0,1499,137.5,131.5,155173,41.0,124.0,1358,True,False,40,0.0604,0.4626,0.3836,0.037849999999999995,0.6316,0.4465,0.0,3.7951,2.0785,1.8325,-0.6163,-0.1937,1.0,0,0,1,0,0,0,0
10685,188,198,659476,659488.0,68,14.0,10.0,7890,87.0,140.0,1690,True,False,70,0.2026,0.1169,0.9091,0.0072,0.8571,1.0,0.0,1.8325,1.0792,1.0,-0.0909,-0.1112,0.2173,0,0,0,0,0,1,0
10686,396,404,1620686,1620708.0,150,27.0,21.0,15646,102.0,136.0,1356,True,False,70,0.539,0.5735,0.75,0.0088,0.4444,0.9524,1.0,2.1761,1.0792,1.301,0.25,-0.1093,0.5362,0,0,0,0,0,1,0
10687,1234,1245,125445,125467.0,67,9.0,10.0,9381,63.0,151.5,1387,True,False,40,0.2023,0.2,1.0,0.0029,0.8889,1.0,0.5,1.8451,0.6021,1.0,0.0,0.0002,0.2051,0,0,0,0,0,1,0
10688,1572,1713,1647143,1647194.0,1499,137.5,77.0,155173,102.0,151.5,1692,False,True,70,0.0,0.487,0.5263,0.0324,0.5323,0.5662,0.0,3.284,1.7243,1.7559,-0.4737,-0.0628,1.0,0,0,0,0,0,0,1
10689,1118,1130,273908,273912.0,23,9.0,6.0,3479,118.0,135.0,1358,False,True,50,0.6576,0.5167,0.8333,0.0043,0.7576,0.8333,0.0,1.3617,0.7782,0.699,-0.1667,-0.0034,0.14,0,0,0,1,0,0,0
10690,950,943,1058240,1058279.0,101,23.0,12.0,10160,87.0,126.0,1364,True,False,80,0.5927,0.5702,0.8461,0.0118,0.6073,0.8333,0.0,2.0043,1.2041,1.0414,-0.1539,-0.1862,0.257,0,0,0,0,0,0,1
10691,24,38,1659760,1659742.0,41,14.0,11.0,4706,110.0,128.0,1354,True,False,80,0.0458,0.2728,0.5,0.0088,0.7857,0.5454,0.0,1.6233,1.0792,0.7782,-0.5,-0.0666,0.1773,0,0,0,0,0,0,1
10692,345,360,4933878,4920024.5,271,24.0,28.0,28320,77.0,118.0,1656,True,False,100,0.5074,0.4317,0.3939,0.01,0.5833,0.9063,1.0,2.433,1.2305,1.4472,0.6061,-0.2044,0.7966,0,0,0,0,0,0,1
10693,779,792,4165780,4165792.0,103,11.0,12.0,11535,77.0,127.0,1387,False,True,40,0.9257,0.2349,0.9167,0.0065,1.0,1.0,1.0,2.0128,1.0414,1.0792,0.0833,-0.1144,0.2432,0,0,0,0,0,1,0
10694,39,212,4933878,728304.0,1499,137.5,131.5,155173,36.0,124.0,1358,False,True,40,0.0574,0.435,0.358,0.037849999999999995,0.6416,0.4946,0.0,3.7903,2.0785,1.8325,-0.6421,-0.1943,1.0,0,0,1,0,0,0,0
10695,39,197,1913522,1913670.0,1499,137.5,131.5,155173,37.0,141.0,1400,False,True,40,0.0586,0.5647,0.9771,0.037849999999999995,0.2445,0.4108,1.0,4.1044,2.0785,2.2014,0.0229,-0.0907,1.0,0,0,1,0,0,0,0
10696,1604,1611,4933878,4920024.5,66,11.0,10.0,5999,35.0,107.5,1656,False,True,140,0.0071,0.4259,0.9,0.0047,0.7273,1.0,1.0,1.8195,0.9031,1.0,0.1,-0.35525,0.1954,1,0,0,0,0,0,0
10697,1627,1637,157035,157044.0,173,24.0,20.0,14618,64.0,107.5,1690,True,False,60,0.0663,0.3889,0.35,0.0053,0.375,1.0,1.0,2.238,0.9542,1.301,0.65,-0.35525,0.3977,1,0,0,0,0,0,0
10698,1605,1616,180920,180939.0,82,14.0,14.0,4931,42.0,107.5,1656,True,False,80,0.086,0.5071,0.7143,0.0074,0.7143,1.0,1.0,1.9138,1.0,1.1461,0.2857,-0.35525,0.2532,0,0,0,0,0,0,1
10699,14,24,2098167,2098183.0,90,12.0,10.0,6996,73.0,110.0,1686,True,False,80,0.0192,0.3875,1.0,0.0047,0.6667,1.0,0.5,0.9542,0.9031,1.0,0.0,-0.2939,0.1659,0,0,0,0,0,0,1
10700,9,18,638591,638600.0,369,37.0,34.0,41492,90.0,133.0,1358,True,False,70,0.9164,0.5706,0.2807,0.0161,0.3913,0.7907,1.0,2.5647,1.3424,1.5315,0.7193,-0.1263,0.9806,0,0,0,0,0,0,1
10701,474,498,908863,908986.0,521,76.0,35.0,58157,69.0,125.0,1353,False,True,40,0.6613,0.5636,0.7059,0.03,0.5745,0.87,1.0,2.7168,1.5563,1.4314,0.2941,-0.2081,0.9993,0,0,0,0,0,0,1
10702,174,203,1090984,1091013.0,279,72.0,46.0,35308,117.0,140.0,1364,False,True,40,0.2544,0.5513,0.5926,0.0213,0.3288,0.8065,1.0,2.4609,1.4624,1.415,0.4074,0.0016,0.9708,0,0,0,0,0,1,0
10703,604,621,2086004,2086116.0,884,25.0,94.0,80541,95.0,127.0,1364,False,True,100,0.9106,0.3623,0.0736,0.0096,0.52,1.0,1.0,2.9445,1.1139,1.9243,0.9264,-0.1409,0.9996,0,0,0,0,1,0,0
10704,1206,1216,877413,877428.0,77,12.0,13.0,9968,132.0,142.0,1652,True,False,80,0.2088,0.2361,0.8667,0.0067,0.8333,1.0,1.0,1.8865,1.0,1.1139,0.1333,0.07875,0.2288,0,0,0,0,0,1,0
10705,129,140,728350,728372.0,264,38.0,36.0,26902,101.0,134.0,1373,False,True,40,0.1906,0.4875,0.4857,0.0103,0.3823,0.7778,1.0,2.4232,1.1461,1.5441,0.5143,-0.0626,0.8082,0,0,0,0,0,0,1
10706,41,212,2300789,2300856.0,1499,137.5,131.5,155173,40.0,127.0,1358,False,True,40,0.0633,0.4285,0.3785,0.037849999999999995,0.6413,0.4621,0.0,3.8131,2.0785,1.8261,-0.6215,-0.1818,1.0,0,0,1,0,0,0,0
10707,623,632,1658742,1658769.0,212,15.0,28.0,20642,101.0,126.0,1364,False,True,100,0.9003,0.3317,0.3571,0.0073,0.8,1.0,1.0,2.3263,1.0,1.4472,0.6429,-0.1064,0.463,0,0,0,0,0,0,1
10708,1440,1450,2277670,2277688.0,221,27.0,32.0,23009,112.0,143.0,1656,True,False,80,0.4067,0.5235,0.1805,0.01,0.2941,0.9167,1.0,2.3444,1.2305,1.4914,0.8485,-0.0332,0.6173,0,0,0,0,0,0,1
10709,512,516,1612840,1612870.0,83,15.0,9.0,9265,111.0,127.0,1360,True,False,70,0.6638,0.3534,0.7857,0.0101,0.9333,0.8182,0.0,1.9191,1.1461,0.9542,-0.2143,-0.0698,0.2359,0,0,0,0,0,0,1
10710,1293,1304,1276792,1276792.0,143,18.0,18.0,9551,50.0,126.0,1362,False,True,50,0.0852,0.3131,0.5238,0.0081,0.6111,1.0,1.0,2.1553,1.0414,1.3222,0.4762,-0.2278,0.3834,0,0,0,0,0,1,0
10711,1585,1598,1658945,1658959.0,521,39.0,80.0,53142,56.0,127.0,1698,True,False,90,0.1456,0.2738,0.0408,0.0088,0.2973,1.0,1.0,2.7168,1.1761,1.8389,0.9592,-0.1396,0.9884,1,0,0,0,0,0,0
10712,1601,1610,801872,801889.0,57,9.0,9.0,5577,22.0,107.5,1354,True,False,70,0.0047,0.4,0.4444,0.0059,0.8889,0.8889,1.0,1.7559,0.9031,0.9542,0.5556,-0.35525,0.1687,0,0,0,0,0,0,1
10713,534,545,424657,424662.0,85,15.0,10.0,8566,108.0,143.0,1686,True,False,70,0.758,0.2286,0.1333,0.0077,0.8667,0.6,0.0,1.9294,1.1761,0.7782,-0.8667,-0.0124,0.2288,0,0,0,0,0,1,0
10714,1065,1088,1545468,1545486.0,122,26.0,17.0,11743,93.0,119.0,1392,False,True,40,0.4047,0.5392,0.7059,0.0148,0.7308,0.7059,0.0,2.0864,1.2787,1.0792,-0.2941,-0.1699,0.3494,0,0,0,0,0,0,1
10715,965,975,3023370,3023381.0,60,16.0,11.0,7241,91.0,126.0,1358,False,True,40,0.8269,0.3526,0.9231,0.0088,0.75,1.0,1.0,1.7781,1.0792,1.0414,0.0769,-0.1455,0.2432,0,0,0,0,0,1,0
10716,1155,1164,181432,181441.0,18,18.0,6.0,24102,121.0,142.0,1692,True,False,69,0.3853,0.4622,0.5,0.0071,1.0,0.8333,0.0,1.2553,1.0792,0.699,-0.5,0.0023,0.2914,0,0,0,0,0,0,1
10717,172,179,891060,891079.0,67,9.0,15.0,7605,102.0,132.0,1354,True,False,70,0.2055,0.3,0.5,0.0059,0.8889,1.0,1.0,1.8261,0.9031,1.1761,0.5,-0.0833,0.2288,0,1,0,0,0,0,0
10718,1152,1162,570234,570244.0,59,13.0,10.0,6483,77.0,118.0,1686,True,False,70,0.625,0.24,1.0,0.0059,0.7692,1.0,0.5,1.7708,1.0,1.0,0.0,-0.1646,0.2061,0,0,0,0,0,1,0
10719,867,878,699354,699365.0,527,25.0,31.0,60109,68.0,127.0,1364,False,True,40,0.8473,0.3545,0.4193,0.0095,0.5,1.0,1.0,2.749,1.1139,1.4914,0.5806,-0.1562,0.9831,0,0,0,0,0,1,0
10720,82,89,1194800,1194814.0,102,10.0,14.0,11430,93.0,125.0,1692,True,False,70,0.1224,0.1439,0.5714,0.0047,0.8,1.0,1.0,2.0086,0.9031,1.1461,0.4286,-0.1387,0.2195,0,0,0,0,0,1,0
10721,7,17,879259,879265.0,860,11.0,112.0,10982,100.0,143.0,1687,True,False,100,0.8473,0.3248,0.0803,0.0047,0.2,1.0,1.0,2.9405,0.9031,2.0294,0.9197,0.0015,0.998,0,0,0,0,0,0,1
10722,225,244,1227180,1227197.0,105,18.0,11.0,11397,84.0,126.0,1353,False,True,70,0.324,0.2778,0.9091,0.0081,0.6364,1.0,1.0,2.0212,1.0414,1.0414,0.0909,-0.1781,0.257,0,0,0,0,0,0,1
10723,39,191,1700480,1700639.0,1499,137.5,131.5,155173,46.0,141.0,1400,False,True,40,0.0557,0.438,0.494,0.037849999999999995,0.2656,0.4269,0.0,4.113150000000001,2.0785,1.8261,-0.506,-0.1749,1.0,0,0,1,0,0,0,0
10724,857,865,419960,419973.0,65,11.0,11.0,7555,79.0,126.0,1632,True,False,100,0.9279,0.2143,0.8182,0.0055,0.8182,1.0,1.0,1.8129,0.9542,1.0414,0.1818,-0.1903,0.2051,0,0,0,0,0,1,0
10725,830,837,3134228,3134249.0,102,22.0,17.0,12413,101.0,134.0,1692,True,False,80,0.7621,0.2273,0.3846,0.0065,0.5238,1.0,1.0,2.0086,1.0414,1.2305,0.6154,-0.1038,0.3168,0,0,0,0,0,0,1
10726,1251,1256,1495267,1495336.0,212,32.0,37.0,9559,103.0,132.0,1620,False,True,40,0.0947,0.4368,0.3333,0.0074,0.4688,1.0,1.0,2.3263,1.0,1.5682,0.6667,-0.0849,0.761,0,0,0,0,0,1,0
10727,900,925,4933878,4920024.5,109,16.0,11.0,13099,108.0,151.5,1387,False,True,40,0.6417,0.3487,0.5385,0.0096,0.6875,0.9167,0.0,2.0374,1.1139,1.0414,-0.4615,0.0504,0.257,0,0,0,0,0,0,1
10728,780,787,2985008,2985026.0,74,12.0,12.0,8996,101.0,132.0,1687,False,True,60,0.6456,0.3131,0.8182,0.0065,0.75,0.9167,1.0,1.8692,0.9542,1.0414,0.1818,-0.0935,0.2051,0,0,0,0,0,1,0
10729,17,27,949655,949669.0,56,13.0,12.0,4409,51.0,107.5,1688,True,False,70,0.4144,0.3772,0.9167,0.0071,0.9231,1.0,0.0,1.7482,1.0792,1.0792,-0.0833,-0.35525,0.2432,0,0,0,0,0,0,1
10730,111,127,1399301,1399304.0,82,12.0,11.0,8717,68.0,126.0,1626,True,False,80,0.1327,0.4722,0.7273,0.0058,0.6,1.0,1.0,1.9138,0.9031,1.0414,0.2727,-0.2199,0.1934,0,0,0,0,0,1,0
10731,39,214,1422717,142260.0,1499,137.5,131.5,155173,41.0,127.0,1358,False,True,40,0.0575,0.4121,0.3758,0.037849999999999995,0.7172,0.5,0.0,3.845,2.0785,1.8325,-0.6242,-0.1854,1.0,0,0,1,0,0,0,0
10732,630,636,3934038,3934064.0,52,8.0,8.0,5744,105.0,132.0,1690,True,False,70,0.9236,0.2778,0.875,0.0041,0.875,1.0,0.0,1.716,0.8451,0.9031,-0.125,-0.0626,0.1753,0,0,0,0,0,1,0
10733,507,519,1204128,1204136.0,145,19.0,14.0,14108,87.0,126.0,1354,True,False,70,0.7699,0.5385,0.7778,0.0103,0.6842,0.8571,0.0,2.1644,1.1461,1.1461,-0.2222,-0.1645,0.417,0,0,0,0,0,0,1
10734,1287,1301,4383746,4383776.0,549,72.0,35.0,60112,79.0,124.0,1360,False,True,40,0.0604,0.6539,0.6111,0.0148,0.3333,0.5143,0.0,2.7604,1.301,1.3222,-0.3889,-0.2395,0.9997,0,0,0,0,0,1,0
10735,623,632,2563219,2563241.0,180,16.0,32.0,20751,99.0,133.0,1364,False,True,100,0.6194,0.3889,0.2813,0.0066,0.5625,1.0,1.0,2.2553,0.9542,1.5051,0.7188,-0.1046,0.4763,0,0,0,0,0,0,1
10736,1123,1137,2887095,2887114.0,382,49.0,45.0,38401,101.0,127.0,1356,True,False,70,0.2024,0.5667,0.2667,0.0103,0.2941,0.9667,1.0,2.5809,1.1461,1.5563,0.7333,-0.1158,0.9373,0,1,0,0,0,0,0
10737,41,210,1417276,1417287.0,1499,137.5,131.5,155173,41.0,119.0,1356,False,True,40,0.0605,0.4501,0.4624,0.037849999999999995,0.6757,0.4545,0.0,3.806,2.0785,1.8195,-0.5376,-0.1854,1.0,0,0,1,0,0,0,0
10738,39,51,3957796,3957839.0,659,35.0,45.0,61890,84.0,127.0,1366,False,True,40,0.0576,0.3565,0.2115,0.0095,0.3714,0.9778,1.0,2.8488,1.1139,1.6532,0.7885,-0.1785,0.9814,1,0,0,0,0,0,0
10739,625,636,1445992,1446107.0,271,28.0,36.0,26683,78.0,133.0,1692,True,False,80,0.5641,0.6389,0.75,0.0125,0.7647,0.85,1.0,2.433,1.2305,1.5563,0.25,-0.1768,0.8299,0,0,0,0,0,1,0
10740,1111,1130,2277118,2277134.0,64,19.0,10.0,6356,120.0,141.0,1362,True,False,140,0.6427,0.2333,0.8,0.0088,0.6316,0.9,1.0,1.8062,1.0792,1.0,0.2,0.0023,0.2018,0,0,0,0,0,0,1
10741,1269,1285,310567,310597.0,521,56.0,90.0,53617,77.0,127.0,1687,False,True,80,0.1443,0.4897,0.3333,0.01,0.2941,0.9759,1.0,2.7168,1.2305,1.7076,0.6667,-0.1581,0.9996,0,0,0,0,1,0,0
10742,39,193,2886302,2886367.0,1499,137.5,106.0,155173,45.0,126.0,1402,False,True,40,0.0556,0.4084,0.3864,0.037849999999999995,0.7458,0.4091,0.0,3.7646,2.0785,1.7708,-0.6136,-0.1902,1.0,0,0,1,0,0,0,0
10743,39,213,2290062,2290079.0,1499,137.5,131.5,155173,36.0,124.0,1358,False,True,40,0.0574,0.4373,0.3886,0.037849999999999995,0.6627,0.4497,0.0,3.8603,2.0785,1.8261,-0.6114,-0.1853,1.0,0,0,1,0,0,0,0
10744,623,631,1044255,1044283.0,17,6.0,5.0,2193,115.0,140.0,1358,False,True,50,0.7355,0.4,0.8,0.0037,1.0,1.0,0.0,1.2305,0.699,0.699,-0.2,-0.0128,0.1322,0,0,0,1,0,0,0
10745,772,777,4235272,4235283.0,67,11.0,12.0,6887,97.0,134.0,1687,True,False,80,0.8588,0.2361,0.6667,0.0047,0.7273,1.0,1.0,1.8261,0.9031,1.0792,0.3333,-0.1135,0.2018,0,0,0,0,0,0,1
10746,771,778,389963,389978.0,101,14.0,30.0,11516,110.0,134.0,1358,False,True,40,0.8778,0.2,0.2333,0.0037,0.7143,1.0,1.0,2.0043,0.699,1.4771,0.7667,-0.0747,0.2288,0,0,0,0,0,1,0
10747,14,32,422497,422528.0,309,38.0,43.0,27035,49.0,107.5,1358,True,False,70,0.0369,0.433,0.2381,0.0088,0.3158,1.0,1.0,2.4941,1.0792,1.6335,0.7619,-0.35525,0.8061,0,1,0,0,0,0,0
10748,832,868,70219,7020.0,201,41.0,23.0,24807,85.0,126.0,1692,False,True,140,0.6405,0.5702,0.2778,0.0148,0.5122,0.8965,1.0,2.3032,1.3979,1.3617,0.7222,-0.1645,0.8562,0,0,0,0,0,0,1
10749,1259,1273,844907,844932.0,671,52.0,69.0,62357,49.0,107.5,1364,True,False,70,0.2057,0.3514,0.25,0.0088,0.2941,0.9194,1.0,2.8802,1.0792,1.8692,0.75,-0.35525,0.9998,0,0,0,0,0,0,1
10750,138,184,2394841,2394907.0,527,62.0,73.0,63000,97.0,127.0,1356,False,True,70,0.2032,0.5883,0.3429,0.0243,0.55,0.9851,1.0,2.7218,1.5185,1.7853,0.6571,-0.1436,0.9999,0,0,0,0,0,0,1
10751,41,218,2797652,2797525.0,1499,137.5,131.5,155173,40.0,126.0,1358,False,True,40,0.0604,0.387,0.3988,0.037849999999999995,0.6704,0.4963,0.0,3.8061,2.0785,1.8261,-0.6012,-0.1854,1.0,0,0,1,0,0,0,0
10752,41,209,1335585,1335593.0,1499,137.5,131.5,155173,26.0,141.0,1402,False,True,40,0.0585,0.5799,0.9643,0.037849999999999995,0.2243,0.4465,1.0,4.0746,2.0785,2.2672,0.0357,-0.097,1.0,0,0,1,0,0,0,0
10753,1245,1254,1084192,1084238.0,64,14.0,17.0,6374,88.0,118.0,1364,True,False,100,0.1471,0.3726,0.3529,0.0044,0.4286,1.0,1.0,1.8062,0.7782,1.2305,0.6471,-0.2085,0.2083,1,0,0,0,0,0,0
10754,929,946,4615178,4615208.0,264,62.0,35.0,26356,81.0,124.0,1373,False,True,40,0.0236,0.2738,0.3103,0.0125,0.2667,1.0,1.0,2.4216,1.2305,1.4472,0.6897,-0.1853,0.7933,1,0,0,0,0,0,0
10755,604,621,657468,657502.0,128,19.0,17.0,16675,82.0,127.0,1364,False,True,100,0.9164,0.3287,0.5833,0.0088,0.6316,1.0,1.0,2.1072,1.0792,1.2305,0.4167,-0.1861,0.3241,0,0,0,0,0,1,0
10756,39,178,4639384,4639402.0,1499,137.5,131.5,155173,35.0,125.0,1360,False,True,40,0.0574,0.4086,0.3721,0.037849999999999995,0.6223,0.4295,0.0,3.5238,2.0785,1.7559,-0.6279,-0.1909,1.0,0,0,1,0,0,0,0
10757,0,13,1225386,1225405.0,120,25.0,20.0,14121,101.0,127.0,1387,False,True,40,0.0,0.3036,0.5,0.0118,0.64,1.0,1.0,2.0792,1.2041,1.1139,0.5,-0.1054,0.5378,0,0,0,0,0,1,0
10758,604,726,3859251,3859266.0,383,37.0,43.0,39202,93.0,127.0,1360,False,True,40,0.0,0.5227,0.2759,0.0184,0.3488,0.9342,1.0,2.5866,1.3979,1.5911,0.7241,-0.1262,0.8749,0,0,0,0,0,0,1
10759,1140,1148,1738808,1738812.0,18,9.0,5.0,2127,122.0,136.0,1358,False,True,50,0.2872,0.3333,0.8333,0.0044,0.6667,1.0,0.0,1.2553,0.7782,0.699,-0.1667,0.0091,0.14,0,0,0,1,0,0,0
10760,933,941,518261,518272.0,85,14.0,12.0,8388,77.0,118.0,1696,True,False,80,0.6446,0.3496,1.0,0.0065,0.7857,0.9167,1.0,1.9294,1.0414,1.0414,0.0,-0.2065,0.23,0,0,0,0,0,0,1
10761,811,823,812031,812044.0,148,18.0,26.0,14353,87.0,111.0,1687,True,False,80,0.9456,0.351,0.3077,0.0047,0.4444,1.0,1.0,2.1703,0.9031,1.415,0.6923,-0.2073,0.3479,1,0,0,0,0,0,0
10762,474,486,2550643,2550653.0,52,10.0,8.0,5917,110.0,134.0,1352,False,True,40,0.4956,0.45,0.9,0.0074,0.9,1.0,0.0,1.716,1.0,0.9031,-0.1,-0.0367,0.1954,0,0,0,0,0,0,1
10763,71,95,149538,149552.0,551,73.0,50.0,60112,104.0,132.0,1352,True,False,70,0.1047,0.5359,0.56,0.0184,0.3677,0.86,1.0,2.7419,1.3979,1.6721,0.44,-0.0797,0.9991,0,1,0,0,0,0,0
10764,971,980,1223690,1223696.0,113,15.0,12.0,12235,75.0,119.0,1690,True,False,60,0.8443,0.5152,0.9167,0.0071,0.8,1.0,0.0,2.0531,1.0792,1.0792,-0.0833,-0.2141,0.2432,0,0,0,0,0,1,0
10765,1144,1157,1035255,1035264.0,536,38.0,23.0,68416,99.0,133.0,1360,False,True,40,0.4513,0.4647,0.7059,0.0154,0.6191,0.9565,0.0,2.7259,1.3222,1.3424,-0.2941,-0.0903,0.9685,0,0,0,0,0,1,0
10766,6,15,149048,149070.0,145,16.0,21.0,14809,89.0,110.0,1687,True,False,60,0.0071,0.2619,0.4286,0.0059,0.5,1.0,1.0,2.1614,0.9031,1.3222,0.5714,-0.2213,0.3197,1,0,0,0,0,0,0
10767,1223,1235,1002562,1002587.0,163,23.0,13.0,18238,84.0,111.0,1352,True,False,80,0.1162,0.4352,0.6,0.014,0.7391,0.9231,0.0,2.2122,1.2787,1.0792,-0.4,-0.2359,0.3977,0,0,0,0,0,0,1
10768,871,883,1740121,1740188.0,903,68.0,67.0,764,82.0,109.0,1668,True,False,100,0.8331,0.5339,0.7368,0.037849999999999995,0.5456,0.6906,0.0,2.9868,1.5315,1.8413,-0.2632,-0.2461,0.9961,0,0,0,0,0,0,1
10769,1378,1392,2750749,2750765.0,74,21.0,13.0,8595,102.0,127.0,1362,False,True,70,0.1765,0.25,0.8333,0.0109,0.7857,0.9231,0.0,1.8692,1.1761,1.0792,-0.1667,-0.1029,0.2288,0,0,0,0,0,1,0
10770,1421,1448,3402852,3402864.0,140,24.0,25.0,14536,71.0,127.0,1694,False,True,140,0.4368,0.2391,0.7778,0.0124,0.8333,1.0,1.0,2.1461,1.3222,1.3979,0.2222,-0.2292,0.417,0,0,0,0,0,0,1
10771,768,917,4933878,4920024.5,407,53.0,23.0,46972,120.0,141.0,1353,False,True,40,0.8473,0.6708,0.3548,0.0242,0.6809,0.7188,0.0,2.6021,1.5682,1.3222,-0.6452,0.0087,0.9993,0,0,0,0,0,1,0
10772,1247,1273,2315017,2315030.0,223,33.0,25.0,22254,101.0,124.0,1690,True,False,100,0.1227,0.5245,0.28,0.0142,0.6389,0.8,1.0,2.3483,1.3617,1.3979,0.72,-0.103,0.7079,0,0,0,0,0,0,1
10773,281,339,728281,728304.0,204,72.0,41.0,25181,107.0,127.0,1364,False,True,40,0.4223,0.6849,0.197,0.0248,0.5278,0.5476,0.0,2.3075,1.6335,1.3617,-0.803,-0.0828,0.976,0,0,0,0,0,1,0
10774,1557,1584,4933878,4920024.5,1499,137.5,106.0,61497,71.0,127.0,1648,True,False,70,0.1277,0.4075,0.3663,0.037849999999999995,0.5982,0.5,0.0,3.8049,2.0785,1.7993,-0.6337,-0.1543,1.0,0,0,0,0,0,1,0
10775,788,796,2636449,2636459.0,55,9.0,8.0,6345,89.0,126.0,1690,True,False,60,0.9361,0.2361,1.0,0.0047,0.8889,1.0,0.5,1.7404,0.9031,0.9031,0.0,-0.1569,0.1696,0,0,0,0,0,1,0
10776,1066,1074,4933878,4920024.5,133,18.0,16.0,13351,84.0,127.0,1362,False,True,40,0.6304,0.5357,0.4,0.0059,0.5333,1.0,1.0,2.1239,0.9031,1.1761,0.6,-0.1447,0.3241,0,0,0,0,0,1,0
10777,889,921,1084661,1084680.0,519,59.0,42.0,72482,125.0,143.0,1374,False,True,40,0.6931,0.4121,0.1,0.0142,0.2121,1.0,1.0,2.7528,1.3802,1.6233,0.9,0.07875,0.9991,1,0,0,0,0,0,0
10778,39,216,4933878,4920024.5,1499,137.5,131.5,155173,39.0,127.0,1358,False,True,40,0.0575,0.4937,0.5786,0.037849999999999995,0.7505,0.4114,0.0,3.8139,2.0785,1.8129,-0.4214,-0.1865,1.0,0,0,1,0,0,0,0
10779,39,181,2378173,2378232.0,535,137.5,116.0,155173,48.0,124.0,1362,False,True,40,0.0556,0.3852,0.3675,0.037849999999999995,0.7449,0.5104,0.0,3.755,2.0785,1.8062,-0.6325,-0.1921,1.0,0,0,1,0,0,0,0
10780,41,218,1655718,1657385.0,1499,137.5,131.5,155173,30.0,141.0,1402,False,True,40,0.0585,0.5253,0.9302,0.037849999999999995,0.2445,0.4355,1.0,4.0686,2.0785,2.238,0.0498,-0.0979,1.0,0,0,1,0,0,0,0
